restaurant_name,cuisine,rating,number_of_ratings,average_price,number_of_offers,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers
ZAZA Mughal Biryani,"Biryani, North Indian",3.9,100+ ratings,₹250 for two,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,250.0,100.0,Biryani,0,3
Mealful Rolls - India'S Biggest Rolls,"Fast Food, Snacks",4.1,50+ ratings,₹250 for two,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",City Market,No,Bangalore,250.0,50.0,Fast Food,0,3
Sri Krishna Sweets,Sweets,4.7,500+ ratings,₹200 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,500.0,Sweets,1,1
BOOM Sandwich - Sub Of India,"Snacks, Indian",4.0,20+ ratings,₹250 for two,0,No Offer,Mysore Road,No,Bangalore,250.0,20.0,Snacks,0,0
Haldiram'S Sweets And Namkeen,"Sweets, Snacks",4.6,10+ ratings,₹400 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,10.0,Sweets,1,1
MOJO Pizza - 2X Toppings,"Pizzas, Italian",4.3,100+ ratings,₹250 for two,3,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,250.0,100.0,Pizzas,0,3
Daily Kitchen - Homestyle Meals,"Home Food, Indian",4.0,20+ ratings,₹400 for two,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",VV Puram,No,Bangalore,400.0,20.0,Home Food,0,3
McCafe By McDonald'S,"Beverages, Desserts",5.0,3 ratings,₹250 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavangudi,No,Bangalore,250.0,3.0,Beverages,0,1
Food Adda,"Burgers, Pizzas",4.2,100+ ratings,₹500 for two,3,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,500.0,100.0,Burgers,1,3
"Bhatti Chicken - Grilled, NOT Fried!","North Indian, Snacks",4.3,10+ ratings,₹250 for two,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,250.0,10.0,North Indian,0,3
Madno - House Of Sundaes,"Ice Cream, Beverages",3.9,50+ ratings,₹250 for two,5,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹449, FLAT DEAL
FLAT ₹200 OFF
USE FLAT200ABOVE ₹799, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,Yes,Bangalore,250.0,50.0,Ice Cream,1,5
Madurai Famous Jigarthanda,Beverages,0.0,No Ratings,₹300 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,300.0,0.0,Beverages,0,1
Dairy Day Ice Creams & Frozen Desserts,"Ice Cream, Desserts",4.5,50+ ratings,₹150 for two,4,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,150.0,50.0,Ice Cream,1,4
Holige Mane,Sweets,4.6,1K+ ratings,₹200 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore,200.0,1000.0,Sweets,1,5
"Art Of Delight - Ice Creams, Sundaes And Desserts","Ice Cream, Desserts",4.5,1K+ ratings,₹300 for two,3,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,300.0,1000.0,Ice Cream,0,3
FB Cakes,"Bakery, Sweets",4.0,20+ ratings,₹500 for two,4,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹699, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,500.0,20.0,Bakery,0,4
Krispy Kreme,"Desserts, Beverages",4.7,1K+ ratings,₹170 for two,2,"40% OFF UPTO ₹80
USE TRYNEWON SELECT ITEMS, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore,170.0,1000.0,Desserts,1,2
Cakewala,Desserts,4.4,5K+ ratings,₹400 for two,4,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,400.0,5000.0,Desserts,0,4
Wow! Momo,"Tibetan, Healthy Food",4.5,20+ ratings,₹300 for two,2,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,300.0,20.0,Tibetan,0,2
Brahmins' Thatte Idli,South Indian,4.5,5K+ ratings,₹150 for two,4,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore,150.0,5000.0,South Indian,1,4
Madras Meal Company,South Indian,4.3,20+ ratings,₹350 for two,3,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,No,Bangalore,350.0,20.0,South Indian,0,3
Myfroyoland - Premium Frozen Yogurt,"Desserts, Ice Cream",4.4,50+ ratings,₹500 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,Yes,Bangalore,500.0,50.0,Desserts,1,1
Lassi Corner,Beverages,3.4,100+ ratings,₹300 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,300.0,100.0,Beverages,1,1
Aligarh House -Mughlai Biryani,"Biryani, Mughlai",4.2,100+ ratings,₹400 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Cunningham Road,No,Bangalore,400.0,100.0,Biryani,0,1
Kolkata Famous Kati Roll,"Snacks, Beverages",4.0,100+ ratings,₹99 for two,3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavangudi,No,Bangalore,99.0,100.0,Snacks,0,3
Itminaan Matka Biryani - Slow Cooked,"Biryani, North Indian",4.1,50+ ratings,₹250 for two,4,"60% OFF UPTO ₹120
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,250.0,50.0,Biryani,0,4
Havmor Havfunn Ice Cream,"Ice Cream, Ice Cream Cakes",4.3,500+ ratings,₹400 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,500.0,Ice Cream,1,1
Home Plate By EatFit,"North Indian, Home Food",4.1,100+ ratings,₹250 for two,4,"FLAT DEAL
FLAT ₹125 OFF
USE SNACKSBINGEABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹199, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700",Cunningham Road,No,Bangalore,250.0,100.0,North Indian,0,4
Giani,Ice Cream,4.5,50+ ratings,₹300 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,300.0,50.0,Ice Cream,1,1
Prasuma Momo Kitchen,"Chinese, Asian",4.5,100+ ratings,₹400 for two,5,"40% OFF UPTO ₹80
USE SPECIALSON SELECT ITEMS, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,400.0,100.0,Chinese,0,5
Andhra Gunpowder,"Andhra, Biryani",4.4,1K+ ratings,₹350 for two,3,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,No,Bangalore,350.0,1000.0,Andhra,0,3
Bangarpet Chats,Chaat,4.2,1K+ ratings,₹60 for two,4,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore,60.0,1000.0,Chaat,1,4
The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream",4.4,100+ ratings,₹200 for two,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",MALLESHWARAM,Yes,Bangalore,200.0,100.0,Desserts,1,3
Haka,"Chinese, Asian",4.2,500+ ratings,₹500 for two,3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,500.0,500.0,Chinese,0,3
Big Bite,"Beverages, Chinese",4.4,10K+ ratings,₹100 for two,2,"Free Vada Pav
NO CODE REQUIREDABOVE ₹298, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,100.0,10000.0,Beverages,1,2
FNP Cakes By Ferns N Petals,"Bakery, Desserts",3.7,50+ ratings,₹499 for two,3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,499.0,50.0,Bakery,1,3
PVR Cafe,"Snacks, Fast Food",3.6,100+ ratings,₹250 for two,4,"60% OFF UPTO ₹120
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,No,Bangalore,250.0,100.0,Snacks,0,4
Chickpet Donne Biryani House,"Biryani, Kebabs",4.0,500+ ratings,₹250 for two,4,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,250.0,500.0,Biryani,0,4
Absolute Shawarma,"Rolls, Burgers",3.3,9 ratings,₹350 for two,4,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,No,Bangalore,350.0,9.0,Rolls,0,4
Keventers Ice Cream,"Ice Cream, Desserts",0.0,No Ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, Free Vegan Dark Chocolate
NO CODE REQUIREDABOVE ₹399, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, SAVE BIG
20% OFF UPTO ₹120
USE JUMBOABOVE ₹500",Gopalapura,Yes,Bangalore,200.0,0.0,Ice Cream,1,5
Go Zero - Guilt Free Ice Creams,"Ice Cream, Desserts",3.4,20+ ratings,₹150 for two,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,Yes,Bangalore,150.0,20.0,Ice Cream,1,3
Cookie Man,"Desserts, Ice Cream",4.4,20+ ratings,₹500 for two,4,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basaveshwaranagar,No,Bangalore,500.0,20.0,Desserts,0,4
Just Bake,Bakery,4.0,20+ ratings,₹350 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore,350.0,20.0,Bakery,0,1
Kwality Walls Frozen Dessert And Ice Cream Shop,"Desserts, Ice Cream",4.7,1K+ ratings,₹200 for two,3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Wilson Garden,Yes,Bangalore,200.0,1000.0,Desserts,1,3
Meghana Foods,"Biryani, Andhra",4.5,10K+ ratings,₹500 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,500.0,10000.0,Biryani,0,1
Samosa Party,"Fast Food, Snacks",4.6,1K+ ratings,₹150 for two,4,"60% OFF UPTO ₹120
USE SPECIALSON SELECT ITEMS, 10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Brigade Road,No,Bangalore,150.0,1000.0,Fast Food,0,4
Corner House Ice Cream,"Ice Cream, Desserts",4.7,1K+ ratings,₹400 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,400.0,1000.0,Ice Cream,0,1
The Good Bowl,"Biryani, Pastas",4.4,100+ ratings,₹400 for two,3,"60% OFF UPTO ₹110
USE SPECIALSON SELECT ITEMS, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,400.0,100.0,Biryani,0,3
Hotel Empire,"North Indian, Kebabs",4.2,10K+ ratings,₹450 for two,4,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹179, Free Free Tender Coconut Pudding
NO CODE REQUIREDABOVE ₹498, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,No,Bangalore,450.0,10000.0,North Indian,0,4
The Bowl Company,"Pan-Asian, Continental",4.5,5K+ ratings,₹300 for two,5,"60% OFF UPTO ₹110
USE SPECIALSON SELECT ITEMS, 40% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE SNACKSBINGEABOVE ₹449, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shanti Nagar,No,Bangalore,300.0,5000.0,Pan-Asian,0,5
Goli Vada Pav No.1,"Maharashtrian, North Indian",4.5,5K+ ratings,₹100 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,100.0,5000.0,Maharashtrian,1,1
UBQ By Barbeque Nation,"North Indian, Barbecue",4.0,5K+ ratings,₹300 for two,5,"DEAL OF DAY
60% OFF UPTO ₹120
USE STEALDEALABOVE ₹199, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹399",Rajajinagar,No,Bangalore,300.0,5000.0,North Indian,0,5
Kanti Sweets,Sweets,4.6,1K+ ratings,₹100 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gandhi Bazar,Yes,Bangalore,100.0,1000.0,Sweets,1,1
Haldiram'S Restaurant,"North Indian, South Indian",4.1,100+ ratings,₹400 for two,3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,100.0,North Indian,1,3
BOX8 - Desi Meals,"North Indian, Biryani",4.2,500+ ratings,₹250 for two,4,"50% OFF UPTO ₹100
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,250.0,500.0,North Indian,0,4
Polar Bear,"Ice Cream, Desserts",4.7,5K+ ratings,₹300 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,300.0,5000.0,Ice Cream,1,1
Baskin Robbins - Ice Cream Desserts,"Desserts, Ice Cream",4.2,50+ ratings,₹250 for two,3,"30% OFF UPTO ₹75
USE SPECIALSON SELECT ITEMS, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijay Nagar,Yes,Bangalore,250.0,50.0,Desserts,1,3
Anand Sweets & Savouries,"Sweets, Chaat",4.6,10K+ ratings,₹300 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,300.0,10000.0,Sweets,1,1
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.3,1K+ ratings,₹400 for two,3,"FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,400.0,1000.0,Pizzas,0,3
The Biryani Life,"Biryani, Mughlai",3.9,100+ ratings,₹250 for two,2,"60% OFF UPTO ₹110
USE SPECIALSON SELECT ITEMS, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,250.0,100.0,Biryani,0,2
Mad Over Donuts,Desserts,4.6,100+ ratings,₹200 for two,3,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹799, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,100.0,Desserts,1,3
Firangi Bake,"Pizzas, Pastas",4.4,100+ ratings,₹400 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,400.0,100.0,Pizzas,0,1
Sweet Truth - Cake And Desserts,"Snacks, Bakery",4.5,100+ ratings,₹450 for two,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹199, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,450.0,100.0,Snacks,0,2
Cafe Coffee Day,"Beverages, Cafe",4.5,1K+ ratings,₹400 for two,3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹199, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹699, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,400.0,1000.0,Beverages,0,3
Lassi Shop,"Juices, Ice Cream",4.0,1K+ ratings,₹100 for two,4,"50% OFF UPTO ₹95
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,100.0,1000.0,Juices,1,4
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts",4.3,1K+ ratings,₹250 for two,4,"FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹449, FLAT DEAL
FLAT ₹200 OFF
USE FLAT200ABOVE ₹799, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Magadi Road,Yes,Bangalore,250.0,1000.0,Beverages,1,4
Ibaco,Desserts,4.4,500+ ratings,₹800 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,800.0,500.0,Desserts,0,1
Rolls On Wheels,"Fast Food, North Indian",4.3,10K+ ratings,₹300 for two,4,"50% OFF UPTO ₹95
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹399, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore,300.0,10000.0,Fast Food,0,4
Keventers - Milkshakes & Desserts,"Beverages, Ice Cream",4.1,2 ratings,₹300 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, Free Vegan Dark Chocolate
NO CODE REQUIREDABOVE ₹399, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹599, SAVE BIG
20% OFF UPTO ₹120
USE JUMBOABOVE ₹500",Gopalapura,Yes,Bangalore,300.0,2.0,Beverages,1,5
Beijing Bites,"Chinese, Thai",4.3,10K+ ratings,₹450 for two,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore,450.0,10000.0,Chinese,0,2
Churmur Chaat Co,"Chaat, Snacks",4.5,1K+ ratings,₹250 for two,5,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Central Bangalore,Yes,Bangalore,250.0,1000.0,Chaat,1,5
LunchBox - Meals And Thalis,"Biryani, North Indian",4.3,1K+ ratings,₹200 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,200.0,1000.0,Biryani,0,1
Behrouz Biryani,"Biryani, North Indian",4.3,500+ ratings,₹500 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,500.0,500.0,Biryani,0,1
Leon'S - Burgers & Wings (Leon Grill),"American, Snacks",4.4,10K+ ratings,₹300 for two,2,"FLAT DEAL
FLAT ₹100 OFF
USE SNACKSBINGEABOVE ₹299, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore,300.0,10000.0,American,0,2
Istah - The Mediterranean Way,"Mediterranean, Snacks",4.5,1K+ ratings,₹250 for two,5,"60% OFF UPTO ₹110
USE SPECIALSON SELECT ITEMS, 50% OFF UPTO ₹95
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE SNACKSBINGEABOVE ₹449, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Santhi Nagar,No,Bangalore,250.0,1000.0,Mediterranean,0,5
Truffles,"American, Desserts",4.6,10K+ ratings,₹450 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",St. Marks Road,No,Bangalore,450.0,10000.0,American,0,1
Priyadarshini Grand,"South Indian, North Indian",4.6,10K+ ratings,₹200 for two,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basaveshwara Nagar,Yes,Bangalore,200.0,10000.0,South Indian,1,1
Kannur Food Point,"Kerala, Chinese",4.0,10K+ ratings,₹300 for two,2,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",BTM,No,Bangalore,300.0,10000.0,Kerala,0,2
Natural Ice Cream,"Ice Cream, Desserts",4.7,10K+ ratings,₹150 for two,2,"FLAT DEAL
FLAT 20% OFF
USE PARTYON SELECT ITEMS, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,150.0,10000.0,Ice Cream,1,2
NIC Ice Creams,"Ice Cream, Desserts",4.6,10K+ ratings,₹120 for two,2,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore,120.0,10000.0,Ice Cream,1,2
Simpli Namdhari'S,"Salads, Italian",4.3,5K+ ratings,₹350 for two,5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jaya Nagar,Yes,Bangalore,350.0,5000.0,Salads,1,5
